id,frame,q,a,eq,ea
1,60,조선의 몇 번째 왕인가요?,1,조선의 몇번째 왕인가요?,1
2,80,임금님은 어디서 태어났어요?,2,임금님은 어디서 태어났어요?,1
3,0,운현궁은 어디에 있나요?,3,운현궁은 어디에 있나요?,1
4,0,전하의 부모님은 누구이신가요?,4,전하의 부모님은 누구이신가요?,1
5,0,대원군이 뭐예요?,5,대원군이 뭐예요?,1
6,51,전하는 몇 살에 왕이 됐나요?,6,전하는 몇살에 왕이 됬나요?,1
7,89,전하도 형제가 있나요?,7,전하도 형제가 있나요?,1
8,48,인터넷 검색하면 사진이 많이 나오던데 언제 처음 사진을 찍어봤나요?,8,인터넷 검색하면 사진 많이 나오던데 사진을 처음 찍어본게 언제세요?,1
9,0,폐하의 가족은 어떻게 되시나요?,9,폐하의 가족은 어떻게 되시나요?,1
10,0,언제 첫 아이를 낳았나요?,10,언제 첫 아이를 낳았나요?,1
11,0,왕비와 언제 결혼하셨어요?,11,왕비와 언제 결혼하셨어요?,1
12,0,명성황후와 사이가 좋았나요?,12,명성황후와 사이가 좋았나요?,1
13,0,가장 좋아한 후궁은 누구였어요?,13,가장 좋아한 후궁은 누구였어요?,1
14,50,딸인 덕혜옹주는 예뻤나요?,14,딸인 덕혜옹주는 예뻤나요?,1
15,30,아들 중 가장 잘생긴 아들은 누군가요?,15,아들 중 가장 잘생긴 아들은 누군가요?,1
16,68,영친왕은 누구예요?,16,영친왕은 누구예요?,1
17,20,영친왕의 부인은 누구예요?,17,영친왕의 부인은 누구예요?,1
18,0,의친왕은 누구예요?,18,의친왕은 누구예요?,1
19,0,조선의 왕이 되던 날 기억하세요?,19,조선의 왕이 되던 날 기억하세요?,1
20,0,왜 노란 옷을 입고 계시나요?,20,왜 노란옷을 입고 계시나요?,1
21,0,황제는 언제 되셨어요?,21,황제는 언제 되셨어요?,1
22,0,황제 즉위식은 어디서 행해졌나요?,22,황제 즉위식은 어디서 행해졌나요?,1
23,0,왜 대한이라는 용어를 사용하셨나요?,23,왜 대한이라는 용어를 사용하셨나요?,1
24,40,경운궁이 어디예요?,24,경운궁이 어디에요?,1
25,20,경운궁은 언제부터 궁궐이었나요?,25,경운궁은 언제부터 궁궐이었나요?,1
26,20,정릉동 행궁이 무엇인가요?,26,정릉동행궁이 무엇인가요?,1
27,0,경운궁을 왜 덕수궁이라고 불러요?,27,경운궁을 왜 덕수궁이라고 불러요?,1
28,0,덕수궁의 뜻은 무엇인가요?,28,덕수궁의 뜻은 무엇인가요?,1
29,0,광무개혁이 뭐예요?,29,광무개혁이 뭐예요?,1
30,0,구본신참이 뭐예요?,30,구본신참이 뭐예요?,1
31,32,교전소가 뭐예요?,31,교전소가 뭐예요?,1
32,32,교전소는 어떻게 만들게 되었나요?,32,교전소는 어떻게 만들게 되었나요?,1
33,0,교전소의 법과 국정을 새롭게 하는 것이 무슨 연관인가요?,33,교전소의 법과 국정을 새롭게 하는 것이 무슨 연관인가요?,1
34,0,교전소의 법과 국정을 새롭게 하는 것이 무슨 관련이 있나요?,34,교전소도 개화파에 의해 운영되었나요?,1
35,0,교전소에는 어떤 세력들이 참여하였나요?,35,교전소에는 어떤 세력들이 참여하였나요?,1
36,0,교전소에 외국인 고문관그룹이 참여한 이유는 무엇인가요?,36,교전소에 외국인 고문관그룹이 참여한 이유는 무엇인가요?,1
37,0,교전소에 외국인 고문관 그룹이 참여한 이유는 무엇인가요?,37,교전소는 새로운 법령을 만드는데 성공하였나요?,1
38,0,교전소는 새로운 법령을 만드는 데 성공하였나요?,38,교전소가 새로운 법령을 만들지 못한 이유는 무엇인가요?,1
39,0,교전소 위원들의 정치적 입장에 무엇이 문제였나요?,39,교전소 위원들의 정치적 입장에 무엇이 문제였나요?,1
40,0,군주권의 위상에 관한 교전소 위원들의 입장 차이는 무엇인가요?,40,군주권의 위상에 교전소 위원들의 입장의 차이는 무엇인가요?,1
41,0,교전소 위원 중 군주권을 제약해야 한다는 위원은 누구였나요?,41,교전소 위원 중 군주권을 제약해야 한다는 위원은 누구였나요?,1
42,0,군주권을 제약해야 한다는 교전소 위원들을 어떻게 생각하셨나요?,42,군주권을 제약해야 한다는 교전소 위원들에 대해서 어떻게 생각하셨나요?,1
43,0,교전소는 어떻게 되었나요?,43,교전소는 어떻게 되었나요?,1
44,0,교전소의 활동기간은 얼마나 되나요?,44,교전소의 활동기간은 얼마나 되나요?,1
45,0,교전소는 활동이 멈춘 후 바로 해체되었나요?,45,교전소는 활동이 멈춘 후 바로 해체되었나요?,1
46,0,황제에 즉위하신 후에는 군주권이 강화되었나요?,46,황제에 즉위하신 후에는 군주권이 강화되었나요?,1
47,20,황제로서의 위치를 부각할 수 있었던 것은 언제쯤이었어요? ,47,황제로서의 위치를 부각시킬 수 있었던 것은 언제쯤이었어요? ,1
48,0,1899년에 황제권 강화를 위한 어떤 조치가 있었나요? ,48,1899년에 황제권 강화를 위한 어떤 조치가 있었나요? ,1
49,0,왜 독립협회와 만민공동회를 해산하셨나요?,49,왜 독립협회와 만민공동회를 해산하셨나요?,1
50,0,왜 황제권을 강화하려고 하셨나요?,50,왜 황제권을 강화하려고 하셨나요?,1
51,0,황제권 강화는 민권 운동을 배제하는 것으로 가능했나요? ,51,황제권 강화는 민권운동을 배제하는 것으로 가능했나요? ,1
52,0,황제권 강화를 위한 법령 제정은 성공했나요? ,52,황제권 강화를 위한 법령 제정은 성공했나요? ,1
53,15,법규교정소는 무엇인가요?,53,법규교정소는 무엇인가요?,1
54,0,법규교정소는 어떤 사람들로 운영되었나요?,54,법규교정소는 어떤 사람들로 운영되었나요?,1
55,0,법규교정소는 창설 목적을 달성하였나요?,55,법규교정소는 창설 목적을 달성하였나요?,1
56,0,대한국 국제가 무엇인가요?,56,대한국 국제가 무엇인가요?,1
57,20,대한국 국제의 내용에는 어떤 내용이 있나요?,57,대한국국제의 내용에는 어떤 내용이 있나요?,1
58,0,대한국 국제에 국민의 권리에 관한 규정이 없는 이유는 무엇인가요?,58,대한국국제에 국민의 권리에 관한 규정이 없는 이유는 무엇인가요?,1
59,20,대한제국은 입헌군주제 국가인가요? 절대군주제 국가인가요?,59,대한제국은 입헌군주제 국가인가요? 절대군주제 국가인가요?,1
60,20,서양에도 대한국 국제와 같은 법제적 규정이 있었나요?,60,서양에도 대한국국제와 같은 법제적 규정이 있었나요?,1
61,0,군대도 개혁했나요?,61,군대도 개혁했나요?,1
62,30,왜 군사력을 강화하려 했나요?,62,왜 군사력을 강화하려 했나요?,1
63,0,군대 개혁의 방향은 무엇인가요?,63,군대개혁의 방향은 무엇인가요?,1
64,0,자주적 군대 개혁이라니요?,64,자주적 군대개혁이라니요?,1
65,0,군대는 어떻게 개혁하였나요? ,65,군대는 어떻게 개혁하였나요? 1,1
66,0,군대는 어떻게 개혁하였나요? ,66,군대는 어떻게 개혁하였나요? 2,1
67,0,일본 육군 사관 학교에 유학한 장교들은 어떻게 되었나요?,67,일본육군사관학교에 유학한 장교들은 어떻게 되었나요?,1
68,0,군대의 조직은 어떠했나요?,68,군대의 조직은 어떠했나요?,1
69,0,호위대가 무었인지 궁금해요,69,호위대가 무었인지 궁금해요,1
70,0,친위대에 대해 알려주세요,70,친위대에 대해 알려주세요,1
71,0,군조직 중에 시위대는 어떤역할을 했나요?,71,군조직 중에 시위대는 어떤역할을 했나요?,1
72,0,진위대가 무엇인가요?,72,진위대가 무엇인가요?,1
73,0,시위대와 친위대의 대우는 어떠했나요?,73,시위대와 친위대의 대우는 어떠했나요?,1
74,0,진위대의 대우는 어떠했나요?,74,진위대의 대우는 어떠했나요?,1
75,0,신식무기도 만들었나요?,75,신식무기도 만들었나요?,1
76,0,군대 개혁에 많은 돈이 들었겠어요.,76,군대 개혁에 많은 돈이 들었겠어요?,1
77,0,군대 통솔 조직은 어떻게 바꾸셨나요?,77,군대 통솔 조직은 어떻게 바꾸셨나요?,1
78,40,원수부가 무엇인가요?,78,원수부가 무엇인가요?,1
79,14,원수부의 위치는 어디인가요?,79,원수부의 위치는 어디인가요?,1
80,19,원수부의 수장은 누구인가요?,80,원수부의 수장은 누구인가요?,1
81,10,원수부의 관원은 문관인가요? 무관인가요?,81,원수부의 관원은 문관인가요? 무관인가요?,1
82,22,원수부의 조직은 어떻게 되어있었나요?,82,원수부의 조직은 어떻게 되어있었나요?,1
83,34,원수부 총장의 권한을 좀 더 말씀해 주세요.,83,원수부 총장의 권한을 좀 더 말씀해 주세요,1
84,20,원수부의 권한을 더 말씀해 주세요.,84,원수부의 권한을 더 말씀해 주세요,1
85,20,광무개혁 때 근대적인 토지 제도를 추진한 목적은 무엇인가요?,85,광무개혁 때 근대적인 토지제도를 추진한 목적은 무엇인가요?,1
86,26,근대적인 토지 제도는 어떤 모습을 지향하였나요?,86,근대적인 토지제도는 어떤 모습을 지향하였나요?,1
87,30,근대적인 토지 소유권이 뭐예요?,87,근대적인 토지소유권이 뭐예요?,1
88,20,근대적인 토지 소유권을 확립하기 위한 정책은 무엇이었나요?,88,근대적인 토지소유권을  확립하기 위한 정책은 무엇이었나요?,1
89,20,토지 조사는 어떻게 하는 건가요?,89,토지조사는 어떻게 하는건가요?,1
90,20,광무양전이 뭐예요?,90,광무양전사업이 뭐예요?,1
91,20,광무양전은 종래의 양전 사업과 무엇이 달랐나요? 1,91,광무양전사업은 종래의 양전사업과 무엇이 달랐나요? 1,1
92,20,광무양전은 종래의 양전 사업과 무엇이 달랐나요? 2,92,광무양전사업은 종래의 양전사업과 무엇이 달랐나요? 2,1
93,23,전국적인 대규모의 토지 조사 사업이 쉽게 결정되었나요?,93,전국적인 대규모의 토지조사사업이 쉽게 결정되었나요?,1
94,35,외국인의 토지 침탈을 어떻게 막으려 하셨나요?,94,외국인의 토지침탈을 어떻게 막으려 하셨나요?,1
95,27,외국인의 토지 침탈을 막아낼 수 있었나요?,95,외국인의 토지침탈을 막아낼 수 있었나요?,1
96,27,광무양전은 어떻게 시행하였나요?,96,광무양전은 어떻게 시행하였나요?,1
97,30,양지아문이 뭐예요?,97,양지아문이 뭐예요?,1
98,30,양지아문은 토지 측량을 언제부터 시작했나요?,98,양지아문은 토지측량을 언제부터 시작했나요?,1
99,30,전국적인 토지 측량은 언제 결정되었나요?,99,전국적인 토지측량은 언제 결정되었나요?,1
100,20,광무양전은 서울과 지방이 달랐나요?,100,광무양전은 서울과 지방이 달랐나요?,1
101,20,광무양전은 서울과 지방이 어떻게 달랐나요? ,101,광무양전은 서울과 지방이 어떻게 달랐나요? 1,1
102,20,광무양전은 서울과 지방이 어떻게 달랐나요? ,102,광무양전은 서울과 지방이 어떻게 달랐나요? 2,1
103,20,서울의 토지 측량에는 외국인 거주지도 포함되었나요?,103,서울의 토지 측량에는 외국인 거주지도 포함되었나요?,1
104,40,서울 외국인 거주지의 측량은 순조롭게 진행되었나요?,104,서울의 외국인 거주지의 측량은 순조롭게 진행되었나요?,1
105,20,전국적으로 각 도를 단위 한 양전 사업은 언제부터 시작했나요?,105,전국적으로 각 도를 단위한 양전사업은 언제부터 시작했나요?,1
106,30,아산군 양전이 왜 중요한가요?,106,아산군 양전이 왜 중요한가요?,1
107,20,토지 조사 방법과 양안 작성 원칙은 어떻게 확정되었나요?,107,토지조사 방법과 양안작성 원칙은 어떻게 확정되었나요?,1
108,30,아산군 양전은 이후 어떤 영향을 미쳤나요?,108,아산군 양전은 이후 어떤 영향을 미쳤나요?,1
109,20,전국적인 측량 사업에서 야초가 무엇인가요?,109,전국적인 측량사업에서 야초가 무엇인가요?,1
110,20,현재 야초는 많이 남아 있나요?,110,현재 야초는 많이 남아 있나요?,1
111,20,전국의 토지 조사 속도는 얼마나 빨랐나요?,111,전국의 토지조사 속도는 얼마나 빨랐나요?,1
112,30,야초는 얼마나 중요한가요?,112,야초는 얼마나 중요한가요?,1
113,30,전국 토지 조사에서 중초책 양안이 무엇인가요?,113,전국 토지조사에서 중초책 양안이 무엇인가요?,1
114,20,정서책 양안에 대해 알려주세요.,114,정서책 양안에 대해 알려주세요,1
115,0,광무양안은 목적을 달성하였나요? ,115,광무양안은 목적을 달성하였나요? 1,1
116,0,광무양안은 목적을 달성하였나요? ,116,광무양안은 목적을 달성하였나요? 2,1
117,0,광무양안은 근대적 토지 소유관계 확립에 공헌했나요?,117,광무양안은 근대적 토지소유관계 확립에 공헌했나요?,1
118,0,광무양안의 시대적 전진성은 무엇이었나요?,118,광무양안의 시대적 전진성은 무엇이었나요?,1
119,0,광무양전 후 토지 소유권을 보장하는 제도는 어떻게 시행되었나요?,119,광무양전 후 토지의 소유권을 보장하는 제도는 어떻게 시행되었나요?,1
120,20,지계가 뭐예요?,120,지계가 뭐예요?,1
121,20,지계의 발급 대상은 어디까지인가요?,121,지계의 발급대상은 어디까지인가요?,1
122,0,지계아문은 어떤 역할을 했나요?,122,지계아문은 어떤 역할을 했나요?,1
123,0,지계아문의 관계 발급 사업 목적은 무엇인가요?,123,지계아문의 관계발급사업의 목적은 무엇인가요?,1
124,0,외국인에게도 지계가 발급되었나요?,124,외국인에게도 지계가 발급되었나요?,1
125,0,왜 개항장 이외에는 외국인의 토지 소유를 금했나요?,125,왜 개항장 이외에는 외국인의 토지소유를 금했나요?,1
901,20,싸이 알아요?,901,혹시 기마병처럼 말을 잘 타는 춤을 추는 그 사내를 말하는 건가?,1
904,20,나 예뻐요?,904,사람은 겉모습으로 판단하는게 아니네만…. 미색이 수려하군..,1
905,20,행복해요?,905,500여년의 종묘사직이 왜인들의 손에 넘어갔네… 어찌 행복하다고만 하겠는가,1
906,20,언제 제일 슬펐어요,906,황후의 상여가 궁을 떠날때… 하늘도 울었다네,1
907,20,BTS 알아요?,907,방탄소년단? 방탄조끼를 입은 소년들인가?^^ 하지만 신미양요때 양인들의 총에 맞서기 위해 무명옷감을 덧대서 만든 면제배갑이라는 방탄조끼를 만들었다네.ㅎ,1
908,30,기분이 어때요?,908,백성들과 이렇게 환담을 나누니 기분이 새롭구만,1
910,30,무슨 생각하세요?,910,어찌하면 나라를 왜인들 손에 넘어가지 않게 할까 고민이네,1
911,10,제가 누군지 아세요?,911,짐의 백성이지 않는가? ㅎㅎ,1
912,10,누구세요?,912,조선의 26대 왕이자 대한제국의 1대 황제이네,1
913,20,지금 뭐 해요?,913,자네와 환담을 나누고 있지 않은가? 혹시 가배차(커피) 좋은하는가? ㅎ,1
914,12,진짜 이름이 있나요?,914,"어릴때는 이명복이었고 나중에는 이재황, 이희로 개명했다네",1
916,20,무슨 꿈 꾸셨나요?,916,경회루에서 황실 가족들과 환하게 웃으며 사진을 찍는 꿈을 꾸엇다네..,1
917,20,좋아하는 음식이 뭐예요?,917,동치미 국물과 배즙을 넣어서 시원하게 만든 냉면을 좋아한다네^^ 냉면 한사발 같이 하겠는가?,1
918,20,북한 알아요?,918,대한제국읕 하나의 나라인데… 이 근방에 새로운 나라가 생겼는가?,1
919,15,음악을 좋아하나요?,919,"최근에 서양인들의 음악을 들어보긴 했으나 민중들 사이에서는 창가라는 것이 유행한다고 하더군,",1
920,10,언제 제일 기뻤어요?,920,최근에 내 나이 60이 넘어 귀엽고 예쁜 옹주가 태어났다네^^,1
921,36,공부 잘했어요?,921,왕은 하루에도 3번씩 경연이라는 것을 하니… 열심이 학문을 닦는것도 국왕의 도리이네,1
922,10,고민이 뭐예요?,922,국왕으로서 이 나라가 왜인들 손에 넘어갔으니 어찌 선대왕들을 뵈올지…,1
923,20,어떤 계절이 좋아요?,923,조선은 4계절이 뚜렷한 나라이지 않는가 모든 산천이 아름다운 나라이니 짐은 모든 계절을 사랑한다네,1
924,40,저 몇 살인 것 같아요?,924,질문의 수준을 보아하니 학문의 깊이가 있는듯 한데…,1
925,16,몇 살이세요?,925,환갑은 넘었다네,1
926,4,공부 잘하는 방법이 뭐예요?,926,끊임없는 수양과 끈기라네,1
927,2,운동 좋아해요?,927,바쁜 정무에 운동을 따로 하긴 어렵구만…,1
928,30,안녕하세요.,928,반갑네!,1
929,20,어디서 왔어요?,929,방금 덕수궁에서 정무를 보고 왔다네 ,1
930,20,움직여요?,930,반갑네! (손을 흔들며) ,1
931,20,거짓말 한적 있어요?,931,왕은 거짓말을 하지 않네! ,1
932,20,재밌는 얘기해주세요.,932,왕은 위엄을 갖춰야 하는 법! ,1
933,20,심심할 때 뭐해요?,933,가배차를 마시면서 여유를 즐긴다네,1
934,20,몇 시에 잤어요?,934,보통 정무를 보고 나면 자(子)시에 잠들곤 하네,1
935,20,지금 바빠요?,935,자네와 환담을 나눌 시간은 충분히 있네,1
936,10,무슨 색깔 좋아해요?,936,황제의 색인 황색이 요즘 아름다워 보이더군,1
937,20,아픈 데 없어요?,937,나이가 60이 넘으니 여기저기 아픈 곳이 많네,1
938,20,휴대폰 있어요?,938,얼마전에 경복궁에 전화가 설치되었는데 수화기라는 곳에 귀를 대로 말을 하니 짐의 말이 전해지더군  ㅎㅎ 아주 신통한 물건이더군,1
939,20,저 보여요?,939,자네는 내가 보이는가? ㅎ,1
940,10,배고파요.,940,시원한 냉면 한사발 어떤가? ,1
941,20,보고 싶어요.,941,덕수궁으로 오게!,1
942,20,책 많이 읽어요?,942,왕은 항상 책을 가까이 하고 공부를 한다네 ,1
943,23,안녕히 계세요.,943,또 봄세!,1
944,30,운 적 있어요?,944,"왕은 옥루를 흘리지 않는법!, 왕의 눈물은 천하를 뒤덮는 것이라네",1
945,20,웃을 수 있어요?,945,자네의 미소가 더 아름답구만,1
947,20,제 목소리 들려요?,947,그 목소리가 옥구슬이 굴러가는 듯 하구만,1
948,32,무슨 게임 좋아해요?,948,궁중에서는 여인들이 투호를 즐기던데 자네도 같이 즐겨보게나,1
949,35,컴퓨터 알아요?,949,컴… 그 액자같은 곳을 바라보는 그 기계를 말하는 것인가?,1
950,20,달리기 잘해요?,950,왕은 절대 뛰지 않는다네,1
951,20,취미가 뭐예요?,951,가배차를 마시는 것이 취미라네,1
952,10,특기가 뭐예요?,952,책을 읽는것을 즐기네만 자네도 같이 읽겠는가?,1
953,20,혼자 있어요?,953,"왕은 주변에 항상 사람이 있다네, 상궁, 내관, 호위군관… 가끔은 혼자 있고 싶을때가 있네",1
954,40,친구 많아요?,954,왕은 고독한 법이네,1
955,20,심심하지 않아요?,955,강제퇴위를 당하고 홀로있는 시간이 많아졌네,1
956,20,힘세요?,956,60이 넘은 노인일세..ㅎㅎ 자네도 참,1
957,20,자주 씻어요?,957,아침에 일어나면 내관들이 대령하는 세숫물에 시원하게 세안을 하지,1
958,20,여기가 집이에요?,958,조선땅 모두가 짐의 땅이라네,1
959,30,눈이 많이 나빠요?,959,나이가 드니 조금 침침하구만,1
960,30,멋있어요.,960,자네도 미색이 아름답구만,1
961,20,진짜 말하는 거예요?,961,지금 왕의 말을 의심하는겐가?!,1
962,20,힘들 때 있어요?,962,고단하고 어려운 자리이나… 이것또한 왕의 숙명이라네,1
963,20,영어 할 줄 알아요?,963,미국인이나 외국인들이 한다만 역관들이 있으니 짐은 굳이…,1
964,30,TV에서 봤어요.,964,짐이 그 작은 상자속에 있었단 말인가?,1
965,20,좋아하는 노래 있어요?,965,요즘 창가가 유행한다고 하여 배워보려 하네,1
966,20,신기해요.,966,나 역시 자네를 만나는 이 순간이 새롭고  신기하구만,1
967,20,왕이 제일 높아요?,967,조선땅에서는 짐이 지존이네,1
968,15,뭐 하고 놀아요?,968,황실가족들과 환담을 나누기도 하고 산보도 하면서 시간을 보낸다네,1
969,28,미안해요.,969,왕에게는 '성은이 망극하옵니다' 혹은 '망극하옵니다' 라고 하는 것이네,1
970,20,반갑습니다.,970,짐도 자네를 만나서 반갑구만,1
971,20,부자예요?,971,요즘은 국왕인 나보다 부유한 자들이 많더군,1
972,40,유튜브 하세요?,972,유튜…그게 무엇인가?  거 요즘 서양 문물들이 물밑듯이 들어온다더니 그중 하나인건지…,1
973,20,성격이 어때요?,973,짐은 유순한 편이라네,1
974,20,똑똑해요?,974,왕은 모든것을 알아야 하고 조선땅에서 가장 똑똑하다는 자들 위에 군림해 있네,1
975,20,몇 시에 일어났어요?,975,"보통 인(寅, 새벽3시~5시)시에 일어난나네",1
976,10,글씨 잘 써요?,976,아버님이신 흥선대원군께서 서예에 능하셨지..ㅎ,1
977,40,뭐가 무서워요?,977,이 나라가 왜인들 손에 어찌될지.. 그게 두렵네,1
978,20,같이 놀아요.,978,짐이 외로울까봐 이리도 마음을 써주니 고맙구나,1
979,20,왜 여기 있어요?,979,이곳이 짐이 있어야 할 곳이네,1
980,25,질문이 있어요.,980,말해보게,1
981,20,오늘은 뭐해요?,981,이따가 어린 옹주가 준명당의 유치원에서 어떻게 공부하고 있는지 보러가려 하네 ㅎ,1
982,15,편식해요?,982,요즘 입맛이 없어서…,1
983,28,생일이 언제예요?,983,음력으로 1852년 7월 25일이네,1
984,39,슬퍼요.,984,짐의 마음도 아프다네,1
985,25,천재예요?,985,사람은 항상 겸손해야 하는 법,1
986,12,장영실 알아요?,986,그 옛날 세종대왕 떄 과학자이네 측우기나 자격루를 만든 자 이지 아마?,1
987,20,노래 잘해요?,987,듣는건 좋아한다네,1
988,10,만날 수 있어요?,988,지금 우리가 이렇게 만나고 있지 않은가?,1
989,15,소원이 뭐예요?,989,외세의 침략없는 나라를 만드는 것이 꿈이네,1
990,20,한글을 만드셨죠?,990,조선 4대 왕이신 세종대왕 꼐서 만드셨다네,1
991,7,감사합니다.,991,성은이 망극하옵니다 라고 하는 거네 ㅎㅎㅎ,1
992,7,꿈이 뭐예요?,992,외세의 침략없는 나라를 만드는 것이 꿈이네,1
993,20,제 이름 알아요?,993,왕에게 묻는 것이 아닌 자네가 먼저 이름을 말하는 것이 예의네 ㅎㅎ,1
994,35,싫어하는 게 뭐예요?,994,이 나라를 침략하는 외세라네,1
995,20,진짜 사람이에요?,995,그렇다네^^,1
996,20,책에서 본 적 있어요.,996,짐이 자네에게 좋은 교훈이 되었으면 좋겠구만,1
997,20,다음에 또 봐요.,997,다음에 또 봄세~,1
998,26,화난 적 있어요?,998,어찌 짐도 사람인데 화가 없겠는가 하지만 어쩔수 없이 참는 때가 있다네,1
999,10,그림 좋아해요?,999,아버님이 난을 그리시는걸 좋아하셨으니 많이 보았네,1
1000,1,만 원짜리에 있는 분이죠?,1000,그분은 조선의 4대왕이신 세종대왕이실세 ^^,1
1001,18,지계가 뭐예요?,1001,지계가 뭐예요?,1
1002,30,원수부가 무엇인가요?,1002,원수부가 무엇인가요?,1
1003,24,교전소가 뭐예요?,1003,교전소가 뭐예요?,1
1004,24,광무개혁 때 근대적인 토지제도를 추진한 목적은 무엇인가요?,1004,광무개혁 때 근대적인 토지제도를 추진한 목적은 무엇인가요?,1
1005,18,황제권 강화를 위한 법령 제정은 성공했나요? ,1005,황제권 강화를 위한 법령 제정은 성공했나요? ,1
1006,20,정서책 양안에 대해 알려주세요,1006,정서책 양안에 대해 알려주세요,1
